CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada;NOME_PULITO;GENERE;PERSONA_ID
7804;41060;VIA PIETRO NENNI;11;Borgo Panigale - Reno;VIA DELLA BARCA;VIA GIORGIO LA PIRA;15622;4463;1997-11-25;141.0;;;;;;;;;44.494203689581084, 11.29457692534134;"{""coordinates"": [[11.29392384691205, 44.4937866777202], [11.294070383646039, 44.49386580065446], [11.294596936951162, 44.49419786550925], [11.294774916604243, 44.49432339404488], [11.295110351387747, 44.494589510135036], [11.295202694847989, 44.49466094361885]], ""type"": ""LineString""}";760159;PIETRO NENNI;Male;098171e83663454103bdc1fc5954b229
2824;19550;VIA DE LA BIRRA;11;Borgo Panigale - Reno;VIA FRATELLI DANDOLO;VIA GUGLIELMO PEPE;8905;8916;1991-10-21;72.0;;;;;19;;21;;44.52195681125474, 11.292869457430696;"{""coordinates"": [[11.293197127741271, 44.521736405643374], [11.292541787120117, 44.5221772168661]], ""type"": ""LineString""}";759282;DE LA BIRRA;Male;ffd715838cabb6794370c928d0bd1399
2828;56470;VIA SURROGAZIONE RENO;11;Borgo Panigale - Reno;VIA SURROGAZIONE RENO;VIA SURROGAZIONE RENO;8928;8931;1992-01-10;52.0;2;;10;;;;;;44.53342310003137, 11.300402257191449;"{""coordinates"": [[11.300545413142965, 44.53363365289102], [11.300364528510174, 44.53337358678215], [11.30026658486269, 44.53320774413394]], ""type"": ""LineString""}";760350;SURROGAZIONE RENO;Male;9e61b112d8b06412c9182d30796f1e68
2950;49100;VIA ANNIBALE RANUZZI;13;Porto - Saragozza;VIA CAMILLO CASARINI;VIA PIETRO INVITI;10219;10220;1991-10-21;117.0;2;;8;D;1;;9;A;44.50450085794772, 11.330413960499461;"{""coordinates"": [[11.330582088757891, 44.50501494756035], [11.330245832241031, 44.503986768335096]], ""type"": ""LineString""}";758822;ANNIBALE RANUZZI;Male;5948005cad8de281354e728a4fee36c8
3014;15050;VICOLO CATTANI;15;Santo Stefano;VIA SAN TOMMASO DEL MERCATO;VIA BERTIERA;10267;10265;1991-10-21;50.0;2;2;6;;3;;7;B;44.498137000538264, 11.344644138487649;"{""coordinates"": [[11.344725686668005, 44.49835540551278], [11.344688027396975, 44.49825503505497], [11.344652233074168, 44.4981550584019], [11.344624209490616, 44.49804465919052], [11.344586938562143, 44.498018903101254], [11.344557896063222, 44.497924810465456]], ""type"": ""LineString""}";759039;CATTANI;Toponimo;b3df5d161a1dc3d565516ffa1c2937f3
3024;49700;GALLERIA DEL RENO;13;Porto - Saragozza;VIA GUGLIELMO MARCONI;VIA POLESE;10195;10192;1992-01-10;63.0;2;;2;F;1;;3;A;44.50012584948546, 11.33944720525097;"{""coordinates"": [[11.339069461766085, 44.50020848334769], [11.339824948735856, 44.50004321562322]], ""type"": ""LineString""}";759255;GALLERIA DEL RENO;Toponimo;24b3d62cf008ea91940986341fe32469
3037;56400;VIA STRAZZACAPPE;13;Porto - Saragozza;VIA GALLIERA;VIA MONTEBELLO;10253;10244;1991-10-21;102.0;2;;6;A;1;;1;I;44.50049874850832, 11.342433300451109;"{""coordinates"": [[11.343050255783108, 44.50037862029755], [11.341816345119112, 44.50061887671908]], ""type"": ""LineString""}";760349;STRAZZACAPPE;Toponimo;f21d4603f439b23f869a25b380ec9407
3111;25250;MURA DI PORTA GALLIERA;15;Santo Stefano;MURA DI PORTA GALLIERA;VIALE ANGELO MASINI;15198;15192;1991-10-21;34.0;;;;;;;;;44.50289217376808, 11.350559036831223;"{""coordinates"": [[11.35064166390955, 44.50303170472392], [11.350476409752895, 44.50275264281225]], ""type"": ""LineString""}";759408;DI PORTA GALLIERA;Toponimo;a69e14c559aa752bc91a265659ab5717
2821;27690;VIA GIUNIO BRUTO;11;Borgo Panigale - Reno;VIA DELLA BERLETA;VIA GIUNIO BRUTO;8907;8908;1992-01-10;158.0;2;;24;A;1;;25;A;44.5195243342952, 11.297604469436102;"{""coordinates"": [[11.297245410878471, 44.51886723359421], [11.29749625477706, 44.519281155359394], [11.29760433558614, 44.51947235497759], [11.29765962541631, 44.519599402535626], [11.297695980371786, 44.51972458954864], [11.297738091809066, 44.51983616584808], [11.297771531621244, 44.51988721244243], [11.297946847802374, 44.52018948226183]], ""type"": ""LineString""}";759752;GIUNIO BRUTO;Male;90681275543fa5be69042295ae405e85
3124;39500;VIA MONTEBELLO;13;Porto - Saragozza;VIA DEL PORTO;VIA DEI MILLE;10243;10244;1991-10-21;121.0;2;;4;D;1;;5;B;44.501144161707636, 11.342018365774429;"{""coordinates"": [[11.342257620009748, 44.501657471022824], [11.3419327425876, 44.50097262172343], [11.341870059116237, 44.500836573399845], [11.341832279081952, 44.500733737804325], [11.341826596312734, 44.50067602183399], [11.341816345119112, 44.50061887671908]], ""type"": ""LineString""}";760033;MONTEBELLO;Toponimo;05a0132d8cb38311f8224c2848d21e30
3272;21700;VIA PIETRO FACCINI;12;Navile;VIA FERRARESE;VIA DEL MASTELLETTA;10434;10443;1991-10-21;98.0;2;;8;;1;;3;A;44.51454177329154, 11.352277760155125;"{""coordinates"": [[11.351675685453516, 44.514638858008375], [11.352879834856736, 44.514444688574706]], ""type"": ""LineString""}";760147;PIETRO FACCINI;Male;8f3e993885568103a7f41927aed52a62
3275;25500;VIA DE' GANDOLFI;12;Navile;VIA DEL MASTELLETTA;VIA GIORGIO VASARI;10444;10438;1991-10-21;83.0;14;;16;A;5;;11;;44.51523483818392, 11.351347684003636;"{""coordinates"": [[11.351854415168114, 44.51513761749831], [11.351383124140563, 44.51524473410471], [11.351305129025057, 44.51525601842258], [11.350835581485532, 44.51529799036731]], ""type"": ""LineString""}";759113;DE' GANDOLFI;Toponimo;6476c19a412d5e38f604e42cd3841d78
2964;30750;MURA DI PORTA LAME;13;Porto - Saragozza;PIAZZA VII NOVEMBRE 1944;MURA DI PORTA LAME;10203;10233;1992-01-10;93.0;;;;;;;;;44.50268432779826, 11.334340976582618;"{""coordinates"": [[11.333874994138128, 44.50243099313674], [11.333961122751406, 44.50248703773808], [11.334811483583142, 44.502929913918045]], ""type"": ""LineString""}";759409;DI PORTA LAME;Toponimo;12d5723577080ff59b36da71ef7fbd96
2959;51550;VIA PELLEGRINO ROSSI;13;Porto - Saragozza;VIA PIETRO INVITI;VIA LUIGI TANARI;10215;10222;1991-10-21;119.0;10;;14;C;7;;11;;44.50565950382455, 11.329994259567032;"{""coordinates"": [[11.330152464963042, 44.50618439253085], [11.329836054171022, 44.50513461511826]], ""type"": ""LineString""}";760115;PELLEGRINO ROSSI;Male;90dba9796b8e2b8e792a70d19f07797f
3715;14130;VIA TOMMASO CASINI;14;San Donato - San Vitale;VIA ITALO SVEVO;VIA DINO CAMPANA;10886;10901;1991-10-21;45.0;;;;;;;;;44.51083866514121, 11.396437250062695;"{""coordinates"": [[11.396709600208071, 44.5107817634453], [11.396164899917318, 44.51089556683712]], ""type"": ""LineString""}";760367;TOMMASO CASINI;Male;43bbd7b502417fa563ddbba9278af9e9
4043;63430;VIA ENZO ZONI;13;Porto - Saragozza;VIA ALFREDO BERGAMI;VIA ALDO CIVIDALI;8779;15984;1993-04-13;121.0;4;;4;;1;;1;;44.5006850271053, 11.308214109968217;"{""coordinates"": [[11.308919009542166, 44.500478424935146], [11.307509210394269, 44.50089162927544]], ""type"": ""LineString""}";759499;ENZO ZONI;Male;1b1e3a6abaaeeb31e24283ef0695d0e8
5066;38050;VIA DI MEZZO;11;Borgo Panigale - Reno;VIA PERSICETANA;VIA DI MEZZO;8466;8505;1991-10-21;626.0;2;;8;2;3;;3;;44.52922234914588, 11.261692075236207;"{""coordinates"": [[11.259423755616092, 44.53159634161325], [11.259856914712895, 44.53108759514188], [11.260525589391781, 44.53029787740101], [11.260990898977449, 44.52975990680132], [11.26107241885917, 44.5296296727907], [11.26111844816482, 44.52955730787007], [11.261248851229247, 44.5293133665773], [11.261305615765247, 44.529231264234724], [11.261379177460695, 44.529125008379374], [11.261520913751886, 44.528944355231246], [11.26183812465832, 44.5285950915217], [11.261906580610505, 44.528528628716415], [11.262049209144394, 44.528428944146555], [11.262225738028906, 44.52834445909465], [11.262980981499869, 44.528056595723356], [11.26443879740896, 44.52751380380156]], ""type"": ""LineString""}";759402;DI MEZZO;Toponimo;3927e4db61539582d7a6e843d3e244f8
3573;63150;VIA ETTORE ZANIBONI;12;Navile;VIA DI CORTICELLA;VIA FRATELLI MUSI;10689;10698;1991-10-21;67.0;2;;4;;1;;3;;44.52459843594764, 11.34884607743924;"{""coordinates"": [[11.348454562011417, 44.52470611412706], [11.349237592867064, 44.52449075776822]], ""type"": ""LineString""}";759516;ETTORE ZANIBONI;Male;b69ecc2a31cb40b6f0972bcdcb84705f
3575;40650;VIA FRATELLI MUSI;12;Navile;VIA FRANCESCA EDERA DE GIOVANNI;VIA ETTORE ZANIBONI;10689;10691;1993-04-09;115.0;4;;12;;1;;9;;44.524223449418386, 11.348191214944443;"{""coordinates"": [[11.348454562011417, 44.52470611412706], [11.34792786787747, 44.5237407847097]], ""type"": ""LineString""}";759614;FRATELLI MUSI;Toponimo;1f830d35e8a14673ca42d129e9a641a2
4063;21150;VIA ELEONORA DUSE;14;San Donato - San Vitale;VIA MONDO;VIA FILIPPO BEROALDO;10519;10518;1994-03-22;99.0;2;;8;;1;;3;;44.50076081661922, 11.369458748170231;"{""coordinates"": [[11.369189412994388, 44.500360211129944], [11.369728083346073, 44.5011614221085]], ""type"": ""LineString""}";759478;ELEONORA DUSE;Female;d97e555d0123f7e3709553bbc152b1e9
3207;30000;VIA JACOPO DELLA QUERCIA;12;Navile;VIA GIACOMO MATTEOTTI;VIA MARCANTONIO RAIMONDI;10384;10386;1991-10-21;158.0;2;;12;;1;;3;;44.50804194095447, 11.347419356263131;"{""coordinates"": [[11.346440610703365, 44.50816800992914], [11.348398101822898, 44.50791587197979]], ""type"": ""LineString""}";759851;JACOPO DELLA QUERCIA;Male;5b4a15b136b538dfac1bdf1d19a4b6e9
3012;35750;VIA MARSALA;15;Santo Stefano;VIA MALCONTENTI;VICOLO CATTANI;10268;6209;1991-10-21;65.0;2;;4;;3;;7;;44.49753556222819, 11.344079173425175;"{""coordinates"": [[11.344482084533915, 44.497492443148], [11.344149684868858, 44.49753022935642], [11.343802687532513, 44.49756314683554], [11.34367581945956, 44.49757434908784]], ""type"": ""LineString""}";759987;MARSALA;Toponimo;b810518edf18d694ef0ac9bb913286c7
6034;32760;VIA VITTORIO LUGLI;12;Navile;VIA VITTORIO LUGLI;VIA TORQUATO TASSO;13813;10339;1997-05-14;21.0;4;;4;D;;;;;44.514586192065444, 11.338834172771548;"{""coordinates"": [[11.338743634516042, 44.51451862834131], [11.338924711027055, 44.51465375578958]], ""type"": ""LineString""}";760442;VITTORIO LUGLI;Male;11d0a863d10c92de560421304e2fcfe5
3234;44150;VIA GIUSEPPE PARINI;12;Navile;VIA TORQUATO TASSO;VIA DEL BATTIFERRO;10422;10340;1991-10-21;97.0;4;;8;2;3;;5;;44.514987395820505, 11.340460008687646;"{""coordinates"": [[11.340499894605417, 44.515423490176275], [11.340420122769876, 44.514551301464735]], ""type"": ""LineString""}";759794;GIUSEPPE PARINI;Male;7ec7b6ab5156516feb322c7585934a7f
3165;55100;VIA ELISABETTA SIRANI;12;Navile;VIA LORENZO COSTA;VIA PELLEGRINO TIBALDI;10378;10379;1991-10-21;60.0;4;;4;B;3;;7;;44.51118574085804, 11.343537081452272;"{""coordinates"": [[11.343604902919674, 44.51144969452005], [11.343469259984868, 44.51092178719602]], ""type"": ""LineString""}";759480;ELISABETTA SIRANI;Female;a96e206dfa04f58af19e9430a28f22fb
4188;33680;ROTONDA ONORATO MALAGUTI;11;Borgo Panigale - Reno;VIA GIUSEPPE DI VITTORIO;VIA PIETRO NENNI;4462;4417;1992-01-10;105.0;;;;;;;;;44.49253498026272, 11.288627427996886;"{""coordinates"": [[11.289228781408097, 44.49233473109444], [11.289165065621598, 44.492361081017044], [11.289077420323737, 44.49240394436163], [11.28841706386666, 44.492630419384255], [11.288295407972864, 44.49263886279562], [11.28814859378196, 44.492637241306035], [11.288007691242973, 44.49261344478829]], ""type"": ""LineString""}";760528;ONORATO MALAGUTI;Male;b7c6c7effe0e16fbcf83fc43425ae2e8
4190;7050;VIA PAOLO BENTIVOGLIO;11;Borgo Panigale - Reno;VIA RUGGERO GRIECO;VIA ERRICO MALATESTA;4475;4478;1992-01-10;171.0;2;;8;;1;;3;;44.491269076253104, 11.296308219758753;"{""coordinates"": [[11.295403057352171, 44.490926492793136], [11.295596483154787, 44.49098626966785], [11.296972842448788, 44.49149612876923], [11.297014581733562, 44.4915283824487], [11.296997509770128, 44.49159710966607], [11.296898038526168, 44.491742513448074]], ""type"": ""LineString""}";760092;PAOLO BENTIVOGLIO;Male;aa8e85387094376e3940d2f8de4ce243
4073;38400;PIAZZA ADAM MICKIEWICZ;14;San Donato - San Vitale;VIA LIBIA;VIA DELLA CONCORDIA;13070;10482;1991-10-21;15.0;6;;6;B;;;;;44.501605752920625, 11.36512252064233;"{""coordinates"": [[11.365198489945858, 44.50156501641979], [11.365146145566147, 44.50158671685927], [11.36505056571003, 44.50165379476388]], ""type"": ""LineString""}";758712;ADAM MICKIEWICZ;Male;ed351ed82c7acec2bb3bf1f6ed073de5
4673;52150;VIA FRANCESCO SABATUCCI;14;San Donato - San Vitale;VIA PAOLO FABBRI;VIA GIUSEPPE BENTIVOGLI;10468;10478;1992-01-10;151.0;;;;;11;;27;;44.49996756731442, 11.362937622663102;"{""coordinates"": [[11.362039289152927, 44.50000108154115], [11.362876104288283, 44.50006862137212], [11.362948975133536, 44.50006711297134], [11.36302362001482, 44.500047562650806], [11.36380164639853, 44.499720010287774]], ""type"": ""LineString""}";759593;FRANCESCO SABATUCCI;Male;c678a903d138c2978e19166feb0b3350
4676;52350;VIA GIOVANNI ANTONIO SACCO;14;San Donato - San Vitale;VIA DEL LAVORO;VIA LEOPOLDO FREGOLI;10497;10493;1991-10-21;111.0;2;;6;3;1;;3;I;44.505314726170845, 11.358445331967973;"{""coordinates"": [[11.359017665228203, 44.50560065958878], [11.358837044702192, 44.50551280894264], [11.357874123126274, 44.505026524232015]], ""type"": ""LineString""}";759695;GIOVANNI ANTONIO SACCO;Male;91a86fe2d97a2b9d87d51b3f4c176ee1
4209;47300;VIA PORRETTANA;13;Porto - Saragozza;VIA DEI CARRETTIERI;VIA ANTONIO FRANCESCO GHISELLI;16152;16160;1991-10-21;56.0;148;2;148;4;119;;119;;44.49129734107331, 11.303731430128078;"{""coordinates"": [[11.303383286420784, 44.49126355844297], [11.303577484405563, 44.49128458603479], [11.303803364430841, 44.4913049919243], [11.304079990445747, 44.4913266237887]], ""type"": ""LineString""}";760178;PORRETTANA;Toponimo;ba7c2b5056126355a03ab49748c2b56c
6464;47450;VIA PORTA NOVA;13;Porto - Saragozza;VIA QUATTRO NOVEMBRE;VIA DEI FELICINI;21;14153;1997-06-05;47.0;2;;6;A;1;;1;E;44.494194979266744, 11.338323176376624;"{""coordinates"": [[11.33861393132774, 44.494151426994236], [11.338549618314328, 44.4941620171868], [11.338167169078668, 44.49421884344104], [11.338031756345542, 44.4942335543896]], ""type"": ""LineString""}";760180;PORTA NOVA;Toponimo;d6a37ffbe415642200a0acdac88804a5
3287;44500;VIA BARTOLOMEO PASSAROTTI;12;Navile;VIA GIORGIO VASARI;VIA VITTORIO ALFIERI;10439;10440;1991-10-21;102.0;36;;40;I;27;2;29;;44.51667689101151, 11.35217227446226;"{""coordinates"": [[11.351588186171922, 44.516861266907625], [11.352756362752599, 44.51649251511539]], ""type"": ""LineString""}";758911;BARTOLOMEO PASSAROTTI;Male;c1818bb9e59066e951357d16815cc8c9
12067;22445;PASSAGGIO GIULIO CESARE FERRARI;16;Savena;VIA OSOPPO;VIA LUIGI LONGO;6675;18113;2025-06-06;458.0;;;;;;;;;44.46695733150513, 11.386945107570755;"{""coordinates"": [[11.388550482606997, 44.46854333130902], [11.388398251897618, 44.46846947214555], [11.388237955951643, 44.467883316741606], [11.38819487024785, 44.46780561632526], [11.388047426863558, 44.46761576587545], [11.387346958218277, 44.46679319217091], [11.38714835187925, 44.46653176840927], [11.387099946742083, 44.466486336144754], [11.386565733295269, 44.46627361999684], [11.386342776759863, 44.46627113299422], [11.386073731656637, 44.466280331043336], [11.385325606493963, 44.46640912009708], [11.38495602401398, 44.46651608708132], [11.384771407848811, 44.46657033168885]], ""type"": ""LineString""}";1341662;PASSAGGIO GIULIO CESARE FERRARI;Male;6a7569063a9960251c5cf0db4a79c985
11444;25650;VIA FERRUCCIO GARAVAGLIA;14;San Donato - San Vitale;;;17810;17816;2011-05-09;10.0;;;;;;;;;44.503974708783225, 11.367777180651343;"{""coordinates"": [[11.367716840536236, 44.50396021197178], [11.36780174106593, 44.50398476545788], [11.367837671308477, 44.50397520665169]], ""type"": ""LineString""}";759542;FERRUCCIO GARAVAGLIA;Male;f1675d555d87dc19ed5d0abb73b104d4
11793;21585;VIA GIL EVANS;12;Navile;VIA FRANCO BASAGLIA;VIA SIGMUND FREUD;17535;17851;2022-02-11;104.0;;;;;1;;1;;44.515099004752614, 11.31630108028839;"{""coordinates"": [[11.316106899560056, 44.51465356407215], [11.316495261016726, 44.51554444543307]], ""type"": ""LineString""}";1328874;GIL EVANS;Male;2c69047372e38cf7fd193daa698e9cf4
11370;7650;VIA DI BERTALIA;12;Navile;VIA DI BERTALIA;ROTONDA LUIGI AMEDEO DI SAVOIA-AOSTA DUCA DEGLI ABRUZZI;17784;17780;2018-10-01;42.0;2;1;2;1;;;;;44.52102039598255, 11.321408016059083;"{""coordinates"": [[11.321667639516763, 44.52104212494974], [11.321595696511984, 44.52104075230979], [11.321493958252708, 44.52103879722602], [11.321388096060996, 44.52102615886244], [11.321293178241634, 44.521008373452965], [11.321205264705641, 44.52098571919914], [11.321152618444062, 44.52096962183361]], ""type"": ""LineString""}";759395;DI BERTALIA;Toponimo;fffe77f1652a2d43cf46ac1d9331fa3f
8019;34500;VIA DANIELE MANIN;12;Navile;VIA DANIELE MANIN;VIA DON GIOVANNI VERITA';15982;10649;1997-12-18;71.0;;;;;17;2;31;F;44.518121881122205, 11.337850697353918;"{""coordinates"": [[11.337877854779725, 44.518438845013264], [11.33782353992811, 44.517804917231146]], ""type"": ""LineString""}";759094;DANIELE MANIN;Male;50c50cd57dcaf14f6ba799c5c4f70695
7867;30700;VIA DELLE LAME;13;Porto - Saragozza;VIA GUGLIELMO MARCONI;VICOLO OTTO COLONNE;96;15718;1997-12-02;24.0;4;;20;C;25;;25;E;44.49706656243329, 11.336684660972388;"{""coordinates"": [[11.336629221030549, 44.49716740536166], [11.336740100914229, 44.496965719504914]], ""type"": ""LineString""}";759356;DELLE LAME;Toponimo;5113c0b94ff746484d93e5f6ecfe3e2d
8998;56900;VIA GIUSEPPE TARTINI;14;San Donato - San Vitale;VIA GIUSEPPE TARTINI;VIA GIUSEPPE TARTINI;16823;16825;2000-03-07;42.0;;;;;;;;;44.50225767848414, 11.362037940033;"{""coordinates"": [[11.362249609873064, 44.50237177029731], [11.362137791581153, 44.502314766248155], [11.361959109950112, 44.50221467289237], [11.361828775944216, 44.502138993205946]], ""type"": ""LineString""}";759800;GIUSEPPE TARTINI;Male;6318c5befda67d325f7f4fe66d958235
12029;11120;VIA CADUTI DI AMOLA;11;Borgo Panigale - Reno;VIA ELIO BRAGAGLIA;ROTONDA BENEDETTO CROCE;17465;18100;2025-02-19;755.0;4;B;32;;11;;31;;44.51210567833528, 11.27949529497854;"{""coordinates"": [[11.277337595508445, 44.51018985036308], [11.27768807990651, 44.51020543636167], [11.277962589688824, 44.51021138317778], [11.27815476845534, 44.51022278948741], [11.27832433500327, 44.510268946564295], [11.278441133122506, 44.510327589868766], [11.278656032171169, 44.510511940374016], [11.278926671062226, 44.51075996923416], [11.278956773579296, 44.51084892585607], [11.27891775779962, 44.5109411708531], [11.278729671575093, 44.51103448305729], [11.278347635504032, 44.51120789975626], [11.27823049012421, 44.51127692873767], [11.278196135300385, 44.51135193056855], [11.278198213061797, 44.51140523833042], [11.278203044556891, 44.51146883508825], [11.278305737065924, 44.511594180979], [11.278437313424, 44.5116861989408], [11.278554928012305, 44.51174795871242], [11.278775682676349, 44.51182903163473], [11.278904881273352, 44.51186003209316], [11.279037878711199, 44.51187874908085], [11.279398026678804, 44.51192344925011], [11.279501655214606, 44.51195495959545], [11.279610735331367, 44.51201688869278], [11.28011924676136, 44.51249026991805], [11.280183213866106, 44.51255258637991], [11.280903201404767, 44.51348235611959], [11.28139999908939, 44.5141578661008], [11.28140666541733, 44.51418230987827], [11.281390900319277, 44.514218086048075], [11.281355306154754, 44.514248703909374], [11.280695046430893, 44.514499177606034], [11.280675698629405, 44.51452892151445], [11.280689555200333, 44.51460317691496]], ""type"": ""LineString""}";758972;CADUTI DI AMOLA;Toponimo;7d5f6f5d5a75a7118d6c8ae67c4b0168
11316;59120;VICOLO TREBISONDA;15;Santo Stefano;VIA SANTO STEFANO;STRADA MAGGIORE;17760;17761;2018-01-31;84.0;4;;10;A;5;;5;;44.493309431956774, 11.34768496052759;"{""coordinates"": [[11.347345308408197, 44.49303496731531], [11.347522800494385, 44.493139978609264], [11.347716491331655, 44.49332296996883], [11.34793153182643, 44.493552443345486], [11.347984256844077, 44.493629213230555]], ""type"": ""LineString""}";1176395;TREBISONDA;Toponimo;d06c2d272e8af4df8013fa7b7433e043
